"No.","Time","Source","Destination","Protocol","Length","Info"
"11835","35.248525396","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=69838951 Win=1649792 Len=0 TSval=1862680929 TSecr=3603074465"
"11836","35.248544500","93.184.215.201","192.168.3.246","TLSv1.3","4268","Application Data, Application Data, Application Data"
"11837","35.248559139","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=69843151 Win=1649792 Len=0 TSval=1862680929 TSecr=3603074465"
"11838","35.248951686","93.184.215.201","192.168.3.246","TLSv1.3","18268","Application Data, Application Data, Application Data"
"11839","35.248970747","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=69861351 Win=1649792 Len=0 TSval=1862680930 TSecr=3603074467"
"11840","35.250056509","93.184.215.201","192.168.3.246","TCP","11268","443  >  44046 [PSH, ACK] Seq=69861351 Ack=2607 Win=70144 Len=11200 TSval=3603074467 TSecr=1862680914 [TCP segment of a reassembled PDU]"
"11841","35.250069351","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=69872551 Win=1649792 Len=0 TSval=1862680931 TSecr=3603074467"
"11842","35.250128856","93.184.215.201","192.168.3.246","TLSv1.3","26668","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"11843","35.250143453","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=69899151 Win=1649792 Len=0 TSval=1862680931 TSecr=3603074467"
"11844","35.251167216","93.184.215.201","192.168.3.246","TCP","2868","443  >  44046 [PSH, ACK] Seq=69899151 Ack=2607 Win=70144 Len=2800 TSval=3603074467 TSecr=1862680914 [TCP segment of a reassembled PDU]"
"11845","35.251187687","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=69901951 Win=1649792 Len=0 TSval=1862680932 TSecr=3603074467"
"11846","35.251167301","93.184.215.201","192.168.3.246","TLSv1.3","5668","Application Data, Application Data, Application Data"
"11847","35.251211288","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=69907551 Win=1649792 Len=0 TSval=1862680932 TSecr=3603074467"
"11848","35.251167348","93.184.215.201","192.168.3.246","TLSv1.3","29468","Application Data, Application Data, Application Data"
"11849","35.251229653","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=69936951 Win=1649792 Len=0 TSval=1862680932 TSecr=3603074468"
"11850","35.251252216","93.184.215.201","192.168.3.246","TLSv1.3","5668","Application Data, Application Data, Application Data"
"11851","35.251266735","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=69942551 Win=1649792 Len=0 TSval=1862680932 TSecr=3603074468"
"11852","35.251684395","93.184.215.201","192.168.3.246","TCP","11268","443  >  44046 [ACK] Seq=69942551 Ack=2642 Win=70144 Len=11200 TSval=3603074468 TSecr=1862680914 [TCP segment of a reassembled PDU]"
"11853","35.251699268","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=69953751 Win=1649792 Len=0 TSval=1862680932 TSecr=3603074468"
"11854","35.253570989","93.184.215.201","192.168.3.246","TLSv1.3","26668","[TCP Previous segment not captured] , Continuation Data"
"11855","35.253591391","192.168.3.246","93.184.215.201","TCP","80","[TCP Dup ACK 11853#1] 44046  >  443 [ACK] Seq=2642 Ack=69953751 Win=1649792 Len=0 TSval=1862680934 TSecr=3603074468 SLE=70001351 SRE=70027951"
"11856","35.253822181","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"11857","35.253829441","192.168.3.246","93.184.215.201","TCP","80","[TCP Dup ACK 11853#2] 44046  >  443 [ACK] Seq=2642 Ack=69953751 Win=1649792 Len=0 TSval=1862680935 TSecr=3603074468 SLE=70001351 SRE=70029351"
"11858","35.253822237","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"11859","35.253838260","192.168.3.246","93.184.215.201","TCP","80","[TCP Dup ACK 11853#3] 44046  >  443 [ACK] Seq=2642 Ack=69953751 Win=1649792 Len=0 TSval=1862680935 TSecr=3603074468 SLE=70001351 SRE=70034951"
"11860","35.258132425","CloudNet_18:2f:8b","","ARP","62","Who has 192.168.3.182? Tell 192.168.3.203"
"11861","35.263363192","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"11862","35.263363242","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"11863","35.263506368","93.184.215.201","192.168.3.246","TLSv1.3","16868","Continuation Data"
"11864","35.264127532","93.184.215.201","192.168.3.246","TLSv1.3","8468","Continuation Data"
"11865","35.264127597","93.184.215.201","192.168.3.246","TLSv1.3","14068","Continuation Data"
"11866","35.264245052","192.168.3.246","93.184.215.201","TCP","80","[TCP Dup ACK 11853#4] 44046  >  443 [ACK] Seq=2642 Ack=69953751 Win=1649792 Len=0 TSval=1862680945 TSecr=3603074468 SLE=70001351 SRE=70079751"
"11867","35.264715940","93.184.215.201","192.168.3.246","TLSv1.3","15468","Continuation Data"
"11868","35.264734805","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"11869","35.265596265","192.168.3.246","93.184.215.201","TCP","80","[TCP Dup ACK 11853#5] 44046  >  443 [ACK] Seq=2642 Ack=69953751 Win=1649792 Len=0 TSval=1862680946 TSecr=3603074468 SLE=70001351 SRE=70100751"
"11870","35.266452898","93.184.215.201","192.168.3.246","TLSv1.3","18268","Continuation Data"
"11871","35.266483036","93.184.215.201","192.168.3.246","TLSv1.3","16868","Continuation Data"
"11872","35.267346723","192.168.3.246","93.184.215.201","TCP","80","[TCP Dup ACK 11853#6] 44046  >  443 [ACK] Seq=2642 Ack=69953751 Win=1649792 Len=0 TSval=1862680947 TSecr=3603074468 SLE=70001351 SRE=70135751"
"11873","35.267743829","93.184.215.201","192.168.3.246","TLSv1.3","12668","Continuation Data"
"11874","35.267779173","93.184.215.201","192.168.3.246","TLSv1.3","16868","Continuation Data"
"11875","35.267793542","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"11876","35.268628392","93.184.215.201","192.168.3.246","TLSv1.3","23868","Continuation Data"
"11877","35.268669279","93.184.215.201","192.168.3.246","TLSv1.3","12668","[TCP Fast Retransmission] , Application Data, Application Data, Application Data"
"11878","35.268695795","192.168.3.246","93.184.215.201","TCP","80","44046  >  443 [ACK] Seq=2642 Ack=69966351 Win=1649792 Len=0 TSval=1862680949 TSecr=3603074486 SLE=70001351 SRE=70194551"
"11879","35.268724027","93.184.215.201","192.168.3.246","TCP","5668","[TCP Out-Of-Order] 443  >  44046 [PSH, ACK] Seq=69966351 Ack=2642 Win=70144 Len=5600 TSval=3603074486 TSecr=1862680935 [TCP segment of a reassembled PDU]"
"11880","35.268734516","192.168.3.246","93.184.215.201","TCP","80","44046  >  443 [ACK] Seq=2642 Ack=69971951 Win=1649792 Len=0 TSval=1862680950 TSecr=3603074486 SLE=70001351 SRE=70194551"
"11881","35.268724124","93.184.215.201","192.168.3.246","TCP","1468","[TCP Out-Of-Order] 443  >  44046 [ACK] Seq=69971951 Ack=2642 Win=70144 Len=1400 TSval=3603074486 TSecr=1862680935"
"11882","35.268746351","192.168.3.246","93.184.215.201","TCP","80","44046  >  443 [ACK] Seq=2642 Ack=69973351 Win=1649792 Len=0 TSval=1862680950 TSecr=3603074486 SLE=70001351 SRE=70194551"
"11883","35.279276051","93.184.215.201","192.168.3.246","TCP","18268","[TCP Out-Of-Order] 443  >  44046 [ACK] Seq=69973351 Ack=2642 Win=70144 Len=18200 TSval=3603074497 TSecr=1862680945"
"11884","35.279304321","192.168.3.246","93.184.215.201","TCP","80","44046  >  443 [ACK] Seq=2642 Ack=69991551 Win=1649792 Len=0 TSval=1862680960 TSecr=3603074497 SLE=70001351 SRE=70194551"
"11885","35.279573606","93.184.215.201","192.168.3.246","TCP","9868","[TCP Out-Of-Order] 443  >  44046 [PSH, ACK] Seq=69991551 Ack=2642 Win=70144 Len=9800 TSval=3603074497 TSecr=1862680945"
"11886","35.279586669","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70194551 Win=1649792 Len=0 TSval=1862680960 TSecr=3603074497"
"11887","35.279573664","93.184.215.201","192.168.3.246","TLSv1.3","8468","Continuation Data"
"11888","35.279596290","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70202951 Win=1649792 Len=0 TSval=1862680960 TSecr=3603074497"
"11889","35.281008881","93.184.215.201","192.168.3.246","TLSv1.3","8468","Continuation Data"
"11890","35.281032148","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70211351 Win=1649792 Len=0 TSval=1862680962 TSecr=3603074497"
"11891","35.281009039","93.184.215.201","192.168.3.246","TLSv1.3","18268","Continuation Data"
"11892","35.281053047","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70229551 Win=1649792 Len=0 TSval=1862680962 TSecr=3603074498"
"11893","35.281062135","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"11894","35.281192918","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"11895","35.281200443","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70232351 Win=1649792 Len=0 TSval=1862680962 TSecr=3603074498"
"11896","35.281805304","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"11897","35.282627561","93.184.215.201","192.168.3.246","TLSv1.3","21068","Continuation Data"
"11898","35.282638084","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70254751 Win=1649792 Len=0 TSval=1862680963 TSecr=3603074500"
"11899","35.283371962","93.184.215.201","192.168.3.246","TLSv1.3","11268","Continuation Data"
"11900","35.283380447","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70265951 Win=1649792 Len=0 TSval=1862680964 TSecr=3603074500"
"11901","35.283421692","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"11902","35.283421756","93.184.215.201","192.168.3.246","TLSv1.3","19668","Continuation Data"
"11903","35.283432940","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70286951 Win=1649792 Len=0 TSval=1862680964 TSecr=3603074500"
"11904","35.284769499","93.184.215.201","192.168.3.246","TLSv1.3","7068","Continuation Data"
"11905","35.284786608","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70293951 Win=1649792 Len=0 TSval=1862680966 TSecr=3603074501"
"11906","35.284769586","93.184.215.201","192.168.3.246","TLSv1.3","35068","Continuation Data"
"11907","35.284804963","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70328951 Win=1649792 Len=0 TSval=1862680966 TSecr=3603074501"
"11908","35.284832391","93.184.215.201","192.168.3.246","TLSv1.3","9868","Continuation Data"
"11909","35.284840888","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70338751 Win=1649792 Len=0 TSval=1862680966 TSecr=3603074501"
"11910","35.284832503","93.184.215.201","192.168.3.246","TLSv1.3","7068","Continuation Data"
"11911","35.284849513","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70345751 Win=1649792 Len=0 TSval=1862680966 TSecr=3603074501"
"11912","35.294596747","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"11913","35.294621956","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70348551 Win=1649792 Len=0 TSval=1862680975 TSecr=3603074512"
"11914","35.294711486","93.184.215.201","192.168.3.246","TLSv1.3","9868","Continuation Data"
"11915","35.294723110","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70358351 Win=1649792 Len=0 TSval=1862680976 TSecr=3603074512"
"11916","35.294711565","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"11917","35.294734989","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70362551 Win=1649792 Len=0 TSval=1862680976 TSecr=3603074512"
"11918","35.295268542","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"11919","35.295268606","93.184.215.201","192.168.3.246","TLSv1.3","15468","Continuation Data"
"11920","35.295280470","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70379351 Win=1649792 Len=0 TSval=1862680976 TSecr=3603074512"
"11921","35.297270645","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"11922","35.297288504","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70384951 Win=1649792 Len=0 TSval=1862680978 TSecr=3603074513"
"11923","35.297270760","93.184.215.201","192.168.3.246","TLSv1.3","22468","Continuation Data"
"11924","35.297306795","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70407351 Win=1649792 Len=0 TSval=1862680978 TSecr=3603074513"
"11925","35.297331974","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"11926","35.297337516","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70411551 Win=1649792 Len=0 TSval=1862680978 TSecr=3603074514"
"11927","35.297332032","93.184.215.201","192.168.3.246","TLSv1.3","11268","Continuation Data"
"11928","35.297345400","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70422751 Win=1649792 Len=0 TSval=1862680978 TSecr=3603074515"
"11929","35.299226379","93.184.215.201","192.168.3.246","TLSv1.3","19668","Continuation Data"
"11930","35.299241843","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70442351 Win=1649792 Len=0 TSval=1862680980 TSecr=3603074517"
"11931","35.299754054","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"11932","35.299754118","93.184.215.201","192.168.3.246","TLSv1.3","18268","Continuation Data"
"11933","35.299767458","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70461951 Win=1649792 Len=0 TSval=1862680981 TSecr=3603074517"
"11934","35.300995439","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"11935","35.301008000","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70464751 Win=1649792 Len=0 TSval=1862680982 TSecr=3603074517"
"11936","35.300995530","93.184.215.201","192.168.3.246","TLSv1.3","21068","Continuation Data"
"11937","35.301029094","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70485751 Win=1649792 Len=0 TSval=1862680982 TSecr=3603074517"
"11938","35.301070996","93.184.215.201","192.168.3.246","TLSv1.3","22468","Continuation Data"
"11939","35.301080055","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70508151 Win=1649792 Len=0 TSval=1862680982 TSecr=3603074517"
"11940","35.301109778","93.184.215.201","192.168.3.246","TLSv1.3","16868","Continuation Data"
"11941","35.301117745","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70524951 Win=1649792 Len=0 TSval=1862680982 TSecr=3603074517"
"11942","35.310166079","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"11943","35.310187391","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70527751 Win=1649792 Len=0 TSval=1862680991 TSecr=3603074528"
"11944","35.310339495","93.184.215.201","192.168.3.246","TLSv1.3","19668","Continuation Data"
"11945","35.310348760","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70547351 Win=1649792 Len=0 TSval=1862680991 TSecr=3603074528"
"11946","35.310498613","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"11947","35.310498685","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"11948","35.310508739","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70551551 Win=1649792 Len=0 TSval=1862680991 TSecr=3603074528"
"11949","35.311848519","93.184.215.201","192.168.3.246","TLSv1.3","8468","Continuation Data"
"11950","35.311864338","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70559951 Win=1649792 Len=0 TSval=1862680993 TSecr=3603074530"
"11951","35.312250198","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"11952","35.312261183","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70565551 Win=1649792 Len=0 TSval=1862680993 TSecr=3603074530"
"11953","35.312250282","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"11954","35.312272417","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70568351 Win=1649792 Len=0 TSval=1862680993 TSecr=3603074530"
"11955","35.313119857","93.184.215.201","192.168.3.246","TLSv1.3","18268","Continuation Data"
"11956","35.313136576","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70586551 Win=1649792 Len=0 TSval=1862680994 TSecr=3603074530"
"11957","35.315279717","93.184.215.201","192.168.3.246","TLSv1.3","21068","Continuation Data"
"11958","35.315299504","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70607551 Win=1649792 Len=0 TSval=1862680996 TSecr=3603074533"
"11959","35.315871618","93.184.215.201","192.168.3.246","TLSv1.3","8468","Continuation Data"
"11960","35.315879114","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70615951 Win=1649792 Len=0 TSval=1862680997 TSecr=3603074533"
"11961","35.315871692","93.184.215.201","192.168.3.246","TLSv1.3","12668","Continuation Data"
"11962","35.315889502","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70628551 Win=1649792 Len=0 TSval=1862680997 TSecr=3603074533"
"11963","35.317279039","93.184.215.201","192.168.3.246","TLSv1.3","8468","Continuation Data"
"11964","35.317301731","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70636951 Win=1649792 Len=0 TSval=1862680998 TSecr=3603074533"
"11965","35.317279306","93.184.215.201","192.168.3.246","TLSv1.3","21068","Continuation Data"
"11966","35.317328795","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70657951 Win=1649792 Len=0 TSval=1862680998 TSecr=3603074533"
"11967","35.317377412","93.184.215.201","192.168.3.246","TLSv1.3","21068","Continuation Data"
"11968","35.317397294","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70678951 Win=1649792 Len=0 TSval=1862680998 TSecr=3603074533"
"11969","35.317433524","93.184.215.201","192.168.3.246","TLSv1.3","22468","Continuation Data"
"11970","35.317446150","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70701351 Win=1649792 Len=0 TSval=1862680998 TSecr=3603074533"
"11971","35.317471461","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"11972","35.317487771","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70705551 Win=1649792 Len=0 TSval=1862680998 TSecr=3603074533"
"11973","35.324697042","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"11974","35.324726498","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70708351 Win=1649792 Len=0 TSval=1862681006 TSecr=3603074543"
"11975","35.324750951","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"11976","35.324760273","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70711151 Win=1649792 Len=0 TSval=1862681006 TSecr=3603074543"
"11977","35.325063684","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"11978","35.325072412","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70716751 Win=1649792 Len=0 TSval=1862681006 TSecr=3603074543"
"11979","35.326000385","93.184.215.201","192.168.3.246","TLSv1.3","14068","Continuation Data"
"11980","35.326010242","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70730751 Win=1649792 Len=0 TSval=1862681007 TSecr=3603074543"
"11981","35.326029943","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"11982","35.326039610","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70734951 Win=1649792 Len=0 TSval=1862681007 TSecr=3603074544"
"11983","35.326304168","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"11984","35.326312558","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70740551 Win=1649792 Len=0 TSval=1862681007 TSecr=3603074544"
"11985","35.327513031","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"11986","35.327523637","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70744751 Win=1649792 Len=0 TSval=1862681008 TSecr=3603074545"
"11987","35.327813149","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"11988","35.327825465","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70747551 Win=1649792 Len=0 TSval=1862681009 TSecr=3603074546"
"11989","35.328602071","93.184.215.201","192.168.3.246","TLSv1.3","19668","Continuation Data"
"11990","35.328614945","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70767151 Win=1649792 Len=0 TSval=1862681009 TSecr=3603074546"
"11991","35.330999236","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"11992","35.331013266","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70769951 Win=1649792 Len=0 TSval=1862681012 TSecr=3603074549"
"11993","35.331128511","93.184.215.201","192.168.3.246","TLSv1.3","15468","Continuation Data"
"11994","35.331138355","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70785351 Win=1649792 Len=0 TSval=1862681012 TSecr=3603074549"
"11995","35.331982329","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"11996","35.331990769","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70789551 Win=1649792 Len=0 TSval=1862681013 TSecr=3603074549"
"11997","35.331982405","93.184.215.201","192.168.3.246","TCP","14068","443  >  44046 [ACK] Seq=70789551 Ack=2642 Win=70144 Len=14000 TSval=3603074549 TSecr=1862680997"
"11998","35.332006092","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70803551 Win=1649792 Len=0 TSval=1862681013 TSecr=3603074549"
"11999","35.332672005","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"12000","35.332680663","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70809151 Win=1649792 Len=0 TSval=1862681013 TSecr=3603074549"
"12001","35.332672089","93.184.215.201","192.168.3.246","TLSv1.3","16868","Continuation Data"
"12002","35.332696298","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70825951 Win=1649792 Len=0 TSval=1862681013 TSecr=3603074550"
"12003","35.334370124","93.184.215.201","192.168.3.246","TLSv1.3","5668","Continuation Data"
"12004","35.334385788","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70831551 Win=1649792 Len=0 TSval=1862681015 TSecr=3603074550"
"12005","35.334370315","93.184.215.201","192.168.3.246","TLSv1.3","21068","Continuation Data"
"12006","35.334407044","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70852551 Win=1649792 Len=0 TSval=1862681015 TSecr=3603074550"
"12007","35.334456531","93.184.215.201","192.168.3.246","TLSv1.3","21068","Continuation Data"
"12008","35.334469201","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70873551 Win=1649792 Len=0 TSval=1862681015 TSecr=3603074550"
"12009","35.334502535","93.184.215.201","192.168.3.246","TLSv1.3","14068","Continuation Data"
"12010","35.334513477","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70887551 Win=1649792 Len=0 TSval=1862681015 TSecr=3603074550"
"12011","35.339791363","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"12012","35.340126006","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"12013","35.340135729","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70890351 Win=1649792 Len=0 TSval=1862681021 TSecr=3603074557"
"12014","35.340665831","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"12015","35.342268916","93.184.215.201","192.168.3.246","TLSv1.3","21068","Continuation Data"
"12016","35.342281224","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70912751 Win=1649792 Len=0 TSval=1862681023 TSecr=3603074559"
"12017","35.342305106","93.184.215.201","192.168.3.246","TLSv1.3","7068","Continuation Data"
"12018","35.342315653","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70919751 Win=1649792 Len=0 TSval=1862681023 TSecr=3603074560"
"12019","35.342821260","93.184.215.201","192.168.3.246","TLSv1.3","7068","Continuation Data"
"12020","35.342829975","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70926751 Win=1649792 Len=0 TSval=1862681024 TSecr=3603074560"
"12021","35.342821326","93.184.215.201","192.168.3.246","TLSv1.3","11268","Continuation Data"
"12022","35.342844640","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70937951 Win=1649792 Len=0 TSval=1862681024 TSecr=3603074561"
"12023","35.344968412","93.184.215.201","192.168.3.246","TLSv1.3","11268","Continuation Data"
"12024","35.344984582","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70949151 Win=1649792 Len=0 TSval=1862681026 TSecr=3603074563"
"12025","35.345174604","93.184.215.201","192.168.3.246","TLSv1.3","2868","Continuation Data"
"12026","35.345182899","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70951951 Win=1649792 Len=0 TSval=1862681026 TSecr=3603074563"
"12027","35.345873415","93.184.215.201","192.168.3.246","TLSv1.3","1468","Continuation Data"
"12028","35.346587266","93.184.215.201","192.168.3.246","TLSv1.3","14068","Continuation Data"
"12029","35.346597426","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70967351 Win=1649792 Len=0 TSval=1862681027 TSecr=3603074564"
"12030","35.346615325","93.184.215.201","192.168.3.246","TLSv1.3","4268","Continuation Data"
"12031","35.346629686","192.168.3.246","93.184.215.201","TCP","68","44046  >  443 [ACK] Seq=2642 Ack=70971551 Win=1649792 Len=0 TSval=1862681027 TSecr=3603074564"
"12032","35.347312413","93.184.215.201","192.168.3.246","TLSv1.3","18268","Continuation Data"
